date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:31:30	21427/21427	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202019%2020:31:30%20GMT	http://localhost/wordpress/fr/	C:/My%20Web%20Sites/inked/localhost/wordpress/fr/index.html	(from http://localhost/wordpress/)
21:31:31	21388/21388	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202019%2020:31:31%20GMT	http://localhost/wordpress/en/	C:/My%20Web%20Sites/inked/localhost/wordpress/en/index.html	(from http://localhost/wordpress/)
21:31:31	771/771	---M-Z	200	added ('OK')	application/javascript	etag:%22303-59a29376fa3c2-gzip%22	http://localhost/wordpress/wp-content/plugins/animated-typing-effect/assets/js/typed.fe.js?ver=1	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/plugins/animated-typing-effect/assets/js/typed.fe68b3.js	(from http://localhost/wordpress/)
21:31:31	15615/15615	---M-Z	200	added ('OK')	application/javascript	etag:%223cff-59a29376fa7ce-gzip%22	http://localhost/wordpress/wp-content/plugins/animated-typing-effect/assets/js/typed.js?ver=1	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/plugins/animated-typing-effect/assets/js/typed68b3.js	(from http://localhost/wordpress/)
21:31:31	56704/56704	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202019%2020:31:31%20GMT	http://localhost/wordpress/contact/	C:/My%20Web%20Sites/inked/localhost/wordpress/contact/index.html	(from http://localhost/wordpress/)
21:31:32	8113/8113	---M-Z	200	added ('OK')	application/javascript	etag:%221fb1-58565072701a6-gzip%22	http://localhost/wordpress/wp-includes/js/imagesloaded.min.js?ver=3.2.0	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-includes/js/imagesloaded.min55a0.js	(from http://localhost/wordpress/)
21:31:32	18200/18200	---M-Z	200	added ('OK')	application/javascript	etag:%224718-59a2b33f921dd-gzip%22	http://localhost/wordpress/wp-content/plugins/page-scroll-to-id/js/page-scroll-to-id.min.js?ver=1.6.6	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/plugins/page-scroll-to-id/js/page-scroll-to-id.min7514.js	(from http://localhost/wordpress/)
21:31:33	1248/1248	---M-Z	200	added ('OK')	application/javascript	etag:%224e0-59a29d6e17724-gzip%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/js/third/lightbox.min.js?ver=1.7.3	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/js/third/lightbox.min3e0d.js	(from http://localhost/wordpress/)
21:31:33	19950/19950	---M-Z	200	added ('OK')	application/javascript	etag:%224dee-59a29d6e1b902-gzip%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/js/third/magnific-popup.min.js?ver=1.7.3	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/js/third/magnific-popup.min3e0d.js	(from http://localhost/wordpress/)
21:31:34	1399/1399	---M-Z	200	added ('OK')	application/javascript	etag:%22577-599ef8878c0ae-gzip%22	http://localhost/wordpress/wp-includes/js/wp-embed.min.js?ver=5.3.2	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-includes/js/wp-embed.min9dff.js	(from http://localhost/wordpress/)
21:31:37	59625/59625	---M-Z	200	added ('OK')	application/javascript	etag:%22e8e9-59a29cc6bb360-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=2.8.2	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min4dc3.js	(from http://localhost/wordpress/)
21:31:37	6482/6482	---M-Z	200	added ('OK')	application/javascript	etag:%221952-599ef88620eb9-gzip%22	http://localhost/wordpress/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-includes/js/jquery/ui/position.mine899.js	(from http://localhost/wordpress/)
21:31:38	10681/10681	---M-Z	200	added ('OK')	application/javascript	etag:%2229b9-59a29cc6f2e88-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.7.3	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/plugins/elementor/assets/lib/dialog/dialog.minfe9d.js	(from http://localhost/wordpress/)
21:31:38	124300/124300	---M-Z	200	added ('OK')	application/javascript	etag:%221e58c-59a29d6dfe892-gzip%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/js/main.min.js?ver=1.7.3	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/js/main.min3e0d.js	(from http://localhost/wordpress/)
21:31:38	79177/79177	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Dec%202019%2020:31:25%20GMT	http://localhost/wordpress/wp-json/	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-json/index.html	(from http://localhost/wordpress/)
21:31:38	12198/12198	---M-Z	200	added ('OK')	application/javascript	etag:%222fa6-59a29cc7a1058-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/wordpress/)
21:31:42	94508/94508	---M-Z	200	added ('OK')	application/javascript	etag:%221712c-59a29cc6cdbd0-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=2.8.2	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend.min4dc3.js	(from http://localhost/wordpress/)
21:31:43	125578/125578	---M-Z	200	added ('OK')	application/javascript	etag:%221ea8a-59a29cc791eff-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=4.4.6	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/swiper.min4f24.js	(from http://localhost/wordpress/)
21:31:55	75336/75336	---M--	200	added ('OK')	font/woff2	etag:%2212648-59a29d6dc3bcb%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:31:57	176025/176025	---M--	200	added ('OK')	image/jpeg	etag:%222af99-59a64a1389ded%22	http://localhost/wordpress/wp-content/uploads/2019/12/profil.jpg	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/uploads/2019/12/profil.jpg	(from http://localhost/wordpress/)
21:32:00	130906/130906	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221ff5a-59a29d6dbb9fc%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:00	700503/700503	---M--	200	added ('OK')	image/svg+xml	etag:%22ab057-59a29d6dbe68b%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.svg	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:05	130906/130906	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221ff5a-59a29d6dbb9fc%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400d41d.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:06	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22865a-59a29d6dc4b4b%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:07	13584/13584	---M--	200	added ('OK')	font/woff2	etag:%223510-59a29d6dc9497%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.woff2	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:09	88428/88428	---M--	200	added ('OK')	font/woff	etag:%221596c-59a29d6dc2c6e%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:10	16804/16804	---M--	200	added ('OK')	font/woff	etag:%2241a4-59a29d6dc8517%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.woff	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:10	144452/144452	---M--	200	added ('OK')	image/svg+xml	etag:%2223444-59a29d6dc5c68%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.svg	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:12	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22865a-59a29d6dc4b4b%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400d41d.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:15	34096/34096	---M--	200	added ('OK')	font/ttf	etag:%228530-59a29d6dc73a7%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.ttf	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:18	130600/130600	---M--	200	added ('OK')	font/ttf	etag:%221fe28-59a29d6dc16fb%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.ttf	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:24	75728/75728	---M--	200	added ('OK')	font/woff2	etag:%22127d0-59a29d6dd1a47%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.woff2	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:34	98384/98384	---M--	200	added ('OK')	font/woff	etag:%2218050-59a29d6dd0aed%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.woff	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:34	842605/842605	---M--	200	added ('OK')	image/svg+xml	etag:%22cdb6d-59a29d6dcbf39%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.svg	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:42	192758/192758	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f0f6-59a29d6dca607%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:45	54266/54266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d3fa-59a29d6dd2bb8%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.eot?v=2.4.0	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
21:32:47	30064/30064	---M--	200	added ('OK')	font/woff2	etag:%227570-59a29d6dd7caf%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.woff2?v=2.4.0	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.woff2	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
21:32:47	192758/192758	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f0f6-59a29d6dca607%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900d41d.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
21:32:47	239045/239045	---M--	200	added ('OK')	image/svg+xml	etag:%223a5c5-59a29d6dd3f17%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.svg?v=2.4.0	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.svg	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
21:32:49	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-59a29d6dd8cba%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slick.eot	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slick.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0)
21:32:50	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-59a29d6dd8cba%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slick.eot?	C:/My%20Web%20Sites/inked/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/slick/slickd41d.eot	(from http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0)
